signal_date,apply_year,factor_data_date,num_factors,used_factors,pool_size,min_required_factors,pre_market_filter_count,post_market_filter_count,market_filter_date,float_cap_threshold,amount_threshold
2025-01-24,2025,2025-01-24,35,35,500,7,2784,1781,2025-01-24,3751506000.0,58642140.0
2025-01-27,2025,2025-01-27,35,35,500,7,2784,1781,2025-01-27,3719344000.0,58934980.0
2025-02-07,2025,2025-02-07,35,35,500,7,2784,1781,2025-02-07,3881672000.0,94602780.0
2025-02-14,2025,2025-02-14,35,35,500,7,2784,1781,2025-02-14,3937566000.0,74795160.0
2025-02-21,2025,2025-02-21,35,35,500,7,2784,1781,2025-02-21,4030524000.0,93721700.0
2025-02-28,2025,2025-02-28,35,35,500,7,2784,1781,2025-02-28,3931784000.0,97476300.0
2025-03-07,2025,2025-03-07,35,35,500,7,2784,1781,2025-03-07,4063322000.0,91903200.0
2025-03-14,2025,2025-03-14,35,35,500,7,2784,1781,2025-03-14,4131636000.0,105211000.0
2025-03-21,2025,2025-03-21,35,35,500,7,2784,1780,2025-03-21,4090636000.0,90324240.0
2025-03-28,2025,2025-03-28,35,35,500,7,2784,1779,2025-03-28,3984070000.0,72227420.0
2025-04-03,2025,2025-04-03,35,35,500,7,2784,1779,2025-04-03,3953470000.0,71686980.0
2025-04-11,2025,2025-04-11,35,35,500,7,2784,1779,2025-04-11,3718814000.0,78461400.0
2025-04-18,2025,2025-04-18,35,35,500,7,2784,1778,2025-04-18,3749564000.0,51878240.0
2025-04-25,2025,2025-04-25,35,35,500,7,2784,1774,2025-04-25,3829212000.0,65709540.0
2025-04-30,2025,2025-04-30,35,35,500,7,2784,1765,2025-04-30,3835008000.0,74860760.0
2025-05-09,2025,2025-05-09,35,35,500,7,2784,1761,2025-05-09,3998108000.0,68258180.0
2025-05-16,2025,2025-05-16,35,35,500,7,2784,1761,2025-05-16,4040624000.0,61176440.0
2025-05-23,2025,2025-05-23,35,35,500,7,2784,1761,2025-05-23,3996776000.0,68394600.0
2025-05-30,2025,2025-05-30,35,35,500,7,2783,1761,2025-05-30,4023874000.0,64004000.0
2025-06-06,2025,2025-06-06,35,35,500,7,2783,1761,2025-06-06,4077488000.0,63366500.0
2025-06-13,2025,2025-06-13,35,35,500,7,2783,1761,2025-06-13,4032264000.0,89637200.0
2025-06-20,2025,2025-06-20,35,35,500,7,2783,1761,2025-06-20,3976772000.0,53047000.0
2025-06-27,2025,2025-06-27,35,35,500,7,2783,1761,2025-06-27,4163930000.0,70479500.0
2025-07-04,2025,2025-07-04,35,35,500,7,2783,1761,2025-07-04,4194230000.0,79156300.0
2025-07-11,2025,2025-07-11,35,35,500,7,2783,1759,2025-07-11,4328686000.0,95115960.0
2025-07-18,2025,2025-07-18,35,35,500,7,2783,1759,2025-07-18,4386258000.0,77533280.0
2025-07-25,2025,2025-07-25,35,35,500,7,2783,1758,2025-07-25,4430762000.0,103273600.0
2025-08-01,2025,2025-08-01,35,35,500,7,2783,1757,2025-08-01,4427216000.0,78710660.0
2025-08-08,2025,2025-08-08,35,35,500,7,2783,1757,2025-08-08,4529304000.0,94202920.0
2025-08-15,2025,2025-08-15,35,35,500,7,2783,1757,2025-08-15,4610766000.0,111875000.00000001
2025-08-22,2025,2025-08-22,35,35,500,7,2783,1757,2025-08-22,4752428000.0,137891000.0
2025-08-29,2025,2025-08-29,35,35,500,7,2783,1757,2025-08-29,4672328000.0,138380400.0
2025-09-05,2025,2025-09-05,35,35,500,7,2783,1757,2025-09-05,4653978000.0,111240400.0
2025-09-12,2025,2025-09-12,35,35,500,7,2783,1757,2025-09-12,4679260000.0,120886600.00000003
2025-09-19,2025,2025-09-19,35,35,500,7,2783,1757,2025-09-19,4689530000.0,109608200.0
2025-09-26,2025,2025-09-26,35,35,500,7,2783,1756,2025-09-26,4585132000.0,88393920.0
2025-09-30,2025,2025-09-30,35,35,500,7,2782,1756,2025-09-30,4625020000.0,84179440.0
2025-10-10,2025,2025-10-10,35,10,500,7,2782,1756,2025-10-10,4660286000.0,117412400.0
2025-10-17,2025,2025-10-17,35,10,500,7,2782,1756,2025-10-17,4494996000.0,98942540.0
2025-10-24,2025,2025-10-24,35,10,500,7,2782,1756,2025-10-24,4646962000.0,92187220.0
2025-10-31,2025,2025-10-31,35,10,500,7,2782,1754,2025-10-31,4712634000.0,111629800.0
2025-11-07,2025,2025-11-07,35,10,500,7,2782,1754,2025-11-07,4747150000.0,96742320.0
2025-11-14,2025,2025-11-14,35,10,500,7,2782,1754,2025-11-14,4839040000.0,103559800.0
2025-11-21,2025,2025-11-21,35,10,500,7,2782,1754,2025-11-21,4556810000.0,119054400.0
2025-11-28,2025,2025-11-28,35,10,500,7,2782,1754,2025-11-28,4716340000.0,70430860.0
2025-12-05,2025,2025-12-05,35,10,500,7,2782,1753,2025-12-05,4678200000.0,73676180.0
2025-12-12,2025,2025-12-12,35,10,500,7,2782,1753,2025-12-12,4619108000.0,87651700.0
2025-12-19,2025,2025-12-19,35,10,500,7,2782,1753,2025-12-19,4719242000.0,79395000.0
