date,signal_date,next_date,return,turnover,num_stocks,cost_bps,turnover_multiplier,period_cost,net_return,gross_nav,net_nav,drawdown
2021-09-06,2021-09-03,2021-09-13,0.0822089379597512,0.65,100,0,1.0,0.0,0.08220893795975126,2.1748388180428617,2.1748388180428617,0.0
2021-09-13,2021-09-10,2021-09-22,-0.0222224676837076,0.44,100,0,1.0,0.0,-0.022222467683707614,2.1265085326916315,2.1265085326916315,-0.022222467683707503
2021-09-22,2021-09-17,2021-09-27,-0.0534624991898553,0.79,100,0,1.0,0.0,-0.05346249918985535,2.012820071985385,2.012820071985385,-0.07449689821302607
2021-09-27,2021-09-24,2021-10-08,0.0244810959804148,0.92,100,0,1.0,0.0,0.024481095980414702,2.0620961133589644,2.0620961133589644,-0.05183956794800759
2021-10-08,2021-09-30,2021-10-11,0.00303983644,0.92,100,0,1.0,0.0,0.0030398364399999434,2.068364548267135,2.068364548267135,-0.04895731531568981
2021-10-11,2021-10-08,2021-10-18,-0.0027796827504653,0.57,100,0,1.0,0.0,-0.002779682750465251,2.062615151010643,2.062615151010643,-0.051600912261262954
2021-10-18,2021-10-15,2021-10-25,-0.0217795000429539,0.68,100,0,1.0,0.0,-0.021779500042953925,2.0176924242406096,2.0176924242406096,-0.07225657023340615
2021-10-25,2021-10-22,2021-11-01,0.0027288474439903,0.97,100,0,1.0,0.0,0.0027288474439903787,2.023198399055257,2.023198399055257,-0.06972489994640885
2021-11-01,2021-10-29,2021-11-08,0.018943276955369,0.7,100,0,1.0,0.0,0.018943276955369015,2.06152440666422,2.06152440666422,-0.052102441081410045
2021-11-08,2021-11-05,2021-11-15,0.0743541839425077,0.76,100,0,1.0,0.0,0.0743541839425077,2.2148073715993006,2.2148073715993006,0.0
2021-11-15,2021-11-12,2021-11-22,0.0218784312733629,0.64,100,0,1.0,0.0,0.021878431273362864,2.2632638824625735,2.2632638824625735,0.0
2021-11-22,2021-11-19,2021-11-29,0.022347155354389,0.85,100,0,1.0,0.0,0.022347155354389026,2.313841392051942,2.313841392051942,0.0
2021-11-29,2021-11-26,2021-12-06,-0.0365099941286855,0.52,100,0,1.0,0.0,-0.0365099941286855,2.2293630564134164,2.2293630564134164,-0.036509994128685386
2021-12-06,2021-12-03,2021-12-13,0.010209273162303,0.96,100,0,1.0,0.0,0.010209273162302912,2.2521232328342875,2.2521232328342875,-0.02667346146959626
2021-12-13,2021-12-10,2021-12-20,0.0280031173959289,0.91,100,0,1.0,0.0,0.028003117395928978,2.315189704113445,2.315189704113445,0.0
2021-12-20,2021-12-17,2021-12-27,-0.0021077003997598,0.78,100,0,1.0,0.0,-0.0021077003997598265,2.3103099778485654,2.3103099778485654,-0.0021077003997598265
2021-12-27,2021-12-24,2022-01-04,0.0462273233557824,0.76,100,0,1.0,0.0,0.04622732335578239,2.4171094242466613,2.4171094242466613,0.0
2022-01-04,2021-12-31,2022-01-10,-0.0041810338328319,0.72,100,0,1.0,0.0,-0.00418103383283186,2.4070034079662292,2.4070034079662292,-0.00418103383283186
2022-01-10,2022-01-07,2022-01-17,-0.0023437918676089,0.87,100,0,1.0,0.0,-0.002343791867608913,2.401361892953331,2.401361892953331,-0.006515026227345233
2022-01-17,2022-01-14,2022-01-24,-0.0509075713750744,0.92,100,0,1.0,0.0,-0.0509075713750744,2.2791143909904252,2.2791143909904252,-0.0570909334397407
2022-01-24,2022-01-21,2022-02-07,-0.0198395240174893,0.58,100,0,1.0,0.0,-0.01983952401748934,2.233897846291765,2.233897846291765,-0.07579780051207152
2022-02-07,2022-01-28,2022-02-14,0.0225754986201429,0.92,100,0,1.0,0.0,0.022575498620142964,2.284329204038265,2.284329204038265,-0.05493347503279866
2022-02-14,2022-02-11,2022-02-21,0.0400287739073023,0.53,100,0,1.0,0.0,0.040028773907302195,2.3757681012765604,2.3757681012765604,-0.017103620777526807
2022-02-21,2022-02-18,2022-02-28,-0.0243843591284767,0.6,100,0,1.0,0.0,-0.024384359128476696,2.3178365186890537,2.3178365186890537,-0.041070919074566836
2022-02-28,2022-02-25,2022-03-07,0.0037581595687838,0.87,100,0,1.0,0.0,0.003758159568783892,2.3265473181806415,2.3265473181806415,-0.037467110573301876
2022-03-07,2022-03-04,2022-03-14,-0.0452670387812359,0.93,100,0,1.0,0.0,-0.045267038781235946,2.221231410502178,2.221231410502178,-0.08103812420719536
2022-03-14,2022-03-11,2022-03-21,0.0223430924272627,0.66,100,0,1.0,0.0,0.022343092427262734,2.2708605892093674,2.2708605892093674,-0.06050567407922591
2022-03-21,2022-03-18,2022-03-28,0.0151288688910493,0.93,100,0,1.0,0.0,0.015128868891049363,2.305216141333367,2.305216141333367,-0.046292187598485746
2022-03-28,2022-03-25,2022-04-06,0.0476008918296849,0.68,100,0,1.0,0.0,0.047600891829684855,2.41494648552102,2.41494648552102,-0.0008948451832360149
2022-04-06,2022-04-01,2022-04-11,-0.0395371463189621,0.66,100,0,1.0,0.0,-0.0395371463189621,2.319466392970512,2.319466392970512,-0.04039661187725574
2022-04-11,2022-04-08,2022-04-18,0.0108128287568474,0.67,100,0,1.0,0.0,0.010812828756847415,2.3445463858849647,2.3445463858849647,-0.030020584766993874
2022-04-18,2022-04-15,2022-04-25,-0.070354648386156,0.5,100,0,1.0,0.0,-0.07035464838615602,2.1795966492809953,2.1795966492809953,-0.09826314546752113
2022-04-25,2022-04-22,2022-05-05,0.0270982176189401,0.62,100,0,1.0,0.0,0.027098217618940046,2.238659833604724,2.238659833604724,-0.07382768394838168
2022-05-05,2022-04-29,2022-05-09,-0.0124710481257494,0.93,100,0,1.0,0.0,-0.012471048125749395,2.2107413990826577,2.2107413990826577,-0.08537802347459811
2022-05-09,2022-05-06,2022-05-16,0.0354064272305849,0.92,100,0,1.0,0.0,0.03540642723058496,2.289015853554919,2.289015853554919,-0.052994527019257665
2022-05-16,2022-05-13,2022-05-23,0.0478436508860372,0.92,100,0,1.0,0.0,0.04784365088603715,2.3985307289250053,2.3985307289250053,-0.007686327782800539
2022-05-23,2022-05-20,2022-05-30,-0.0132896874469727,0.88,100,0,1.0,0.0,-0.013289687446972676,2.3666550052056325,2.3666550052056325,-0.020873866335924696
2022-05-30,2022-05-27,2022-06-06,0.0568195631914384,0.75,100,0,1.0,0.0,0.05681956319143833,2.501127308826248,2.501127308826248,0.0
2022-06-06,2022-06-02,2022-06-13,-0.0031800156633081,0.96,100,0,1.0,0.0,-0.0031800156633080556,2.493173684808253,2.493173684808253,-0.0031800156633081667
2022-06-13,2022-06-10,2022-06-20,0.0206119667481219,0.8,100,0,1.0,0.0,0.020611966748121935,2.5445628978968133,2.5445628978968133,0.0
2022-06-20,2022-06-17,2022-06-27,0.0184357724350003,0.74,100,0,1.0,0.0,0.018435772435000386,2.591473880428984,2.591473880428984,0.0
2022-06-27,2022-06-24,2022-07-04,0.0059344509663784,0.54,100,0,1.0,0.0,0.005934450966378346,2.6068528551030403,2.6068528551030403,0.0
2022-07-04,2022-07-01,2022-07-11,-0.0128582978096471,0.73,100,0,1.0,0.0,-0.01285829780964709,2.5733331647461966,2.5733331647461966,-0.01285829780964709
2022-07-11,2022-07-08,2022-07-18,0.0027049093006575,0.91,100,0,1.0,0.0,0.0027049093006574765,2.580293797557209,2.580293797557209,-0.010188169038325534
2022-07-18,2022-07-15,2022-07-25,0.0220711839192526,0.81,100,0,1.0,0.0,0.022071183919252668,2.637243936528801,2.637243936528801,0.0
2022-07-25,2022-07-22,2022-08-01,0.0477358238951662,0.83,100,0,1.0,0.0,0.047735823895166174,2.7631349486515346,2.7631349486515346,0.0
2022-08-01,2022-07-29,2022-08-08,0.0009702135418259,0.8,100,0,1.0,0.0,0.000970213541825915,2.765815779596609,2.765815779596609,0.0
2022-08-08,2022-08-05,2022-08-15,0.0339810846252136,0.68,100,0,1.0,0.0,0.03398108462521354,2.8598011996608323,2.8598011996608323,0.0
2022-08-15,2022-08-12,2022-08-22,0.0247551525444111,0.56,100,0,1.0,0.0,0.024755152544411185,2.9305960146051264,2.9305960146051264,0.0
2022-08-22,2022-08-19,2022-08-29,0.0024157208355738,0.87,100,0,1.0,0.0,0.0024157208355737314,2.9376755164582575,2.9376755164582575,0.0
2022-08-29,2022-08-26,2022-09-05,-0.0006721474331967,0.65,100,0,1.0,0.0,-0.000672147433196657,2.9357009654003052,2.9357009654003052,-0.0006721474331967681
2022-09-05,2022-09-02,2022-09-13,0.0047406025427338,0.89,100,0,1.0,0.0,0.004740602542733896,2.949617956861588,2.949617956861588,0.0
2022-09-13,2022-09-09,2022-09-19,-0.0580749265464104,0.91,100,0,1.0,0.0,-0.058074926546410444,2.778319110676878,2.778319110676878,-0.058074926546410444
2022-09-19,2022-09-16,2022-09-26,-0.0235986131644175,0.96,100,0,1.0,0.0,-0.02359861316441747,2.712754632736706,2.712754632736706,-0.08030305198470722
2022-09-26,2022-09-23,2022-10-10,-0.0121565980521852,0.83,100,0,1.0,0.0,-0.012156598052185164,2.6797767650523228,2.6797767650523228,-0.09148343811155057
2022-10-10,2022-09-30,2022-10-17,0.0436667288078219,0.74,100,0,1.0,0.0,0.04366672880782185,2.7967938503173646,2.7967938503173646,-0.05181149178615296
2022-10-17,2022-10-14,2022-10-24,-0.0155781431052704,0.94,100,0,1.0,0.0,-0.015578143105270392,2.7532249954811805,2.7532249954811805,-0.06658250805788113
2022-10-24,2022-10-21,2022-10-31,0.0133560837609772,0.89,100,0,1.0,0.0,0.013356083760977189,2.7899972991336432,2.7899972991336432,-0.05411570585154091
2022-10-31,2022-10-28,2022-11-07,0.0492638531115823,0.79,100,0,1.0,0.0,0.04926385311158232,2.9274433162598745,2.9274433162598745,-0.007517800924058515
2022-11-07,2022-11-04,2022-11-14,-0.0301381177143047,0.94,100,0,1.0,0.0,-0.030138117714304746,2.83921568499248,2.83921568499248,-0.03742934626916117
2022-11-14,2022-11-11,2022-11-21,0.0155625150772237,1.0,100,0,1.0,0.0,0.015562515077223615,2.883401021897665,2.883401021897665,-0.02244932595758209
2022-11-21,2022-11-18,2022-11-28,-0.0156640249618512,0.87,100,0,1.0,0.0,-0.015664024961851153,2.838235356315633,2.838235356315633,-0.03776170411725688
2022-11-28,2022-11-25,2022-12-05,0.0474361983697166,0.85,100,0,1.0,0.0,0.04743619836971669,2.972870451697765,2.972870451697765,0.0
2022-12-05,2022-12-02,2022-12-12,-0.0146998866329239,0.75,100,0,1.0,0.0,-0.014699886632923875,2.9291695930834387,2.9291695930834387,-0.014699886632923764
2022-12-12,2022-12-09,2022-12-19,-0.0303460020065547,0.8,100,0,1.0,0.0,-0.030346002006554684,2.8402810067341897,2.8402810067341897,-0.04459980585021972
2022-12-19,2022-12-16,2022-12-26,-0.0097500023221414,0.63,100,0,1.0,0.0,-0.009750002322141404,2.8125882603229972,2.8125882603229972,-0.05391495996175433
2022-12-26,2022-12-23,2023-01-03,0.0146288284654272,0.93,100,0,1.0,0.0,0.014628828465427235,2.853733131527137,2.853733131527137,-0.040074844197327986
2023-01-03,2022-12-30,2023-01-09,-0.0023906597901968,0.89,100,0,1.0,0.0,-0.002390659790196814,2.8469108264776426,2.8469108264776426,-0.04236969866890383
2023-01-09,2023-01-06,2023-01-16,0.0019994696500029,1.0,100,0,1.0,0.0,0.001999469650002972,2.8526031382714496,2.8526031382714496,-0.040454945945469056
2023-01-16,2023-01-13,2023-01-30,0.036367554694604,0.77,100,0,1.0,0.0,0.036367554694604065,2.9563453389245358,2.9563453389245358,-0.005558638710204122
2023-01-30,2023-01-20,2023-02-06,0.0258630561733918,0.89,100,0,1.0,0.0,0.025863056173391907,3.0328054644930864,3.0328054644930864,0.0
2023-02-06,2023-02-03,2023-02-13,0.0280715450138602,0.68,100,0,1.0,0.0,0.028071545013860222,3.1179409996078853,3.1179409996078853,0.0
2023-02-13,2023-02-10,2023-02-20,-0.0113290159646384,0.78,100,0,1.0,0.0,-0.011329015964638423,3.082617796246527,3.082617796246527,-0.011329015964638423
2023-02-20,2023-02-17,2023-02-27,-0.0059065301015381,0.98,100,0,1.0,0.0,-0.005906530101538077,3.06441022144146,3.06441022144146,-0.017168630892360537
2023-02-27,2023-02-24,2023-03-06,0.012389465327523,0.68,100,0,1.0,0.0,0.012389465327522942,3.102376625629316,3.102376625629316,-0.004991875721999439
2023-03-06,2023-03-03,2023-03-13,-0.0198868774128912,0.97,100,0,1.0,0.0,-0.01988687741289119,3.0406800419868065,3.0406800419868065,-0.024779480314346958
2023-03-13,2023-03-10,2023-03-20,-0.0142049897826626,0.77,100,0,1.0,0.0,-0.014204989782662603,2.997487213058038,2.997487213058038,-0.038632477832324486
2023-03-20,2023-03-17,2023-03-27,0.0268439044617539,0.71,100,0,1.0,0.0,0.026843904461753887,3.077951473430697,3.077951473430697,-0.012825619914622277
2023-03-27,2023-03-24,2023-04-03,0.0100648951185752,0.89,100,0,1.0,0.0,0.010064895118575112,3.108930732190841,3.108930732190841,-0.002889813315318568
2023-04-03,2023-03-31,2023-04-10,-0.0004187764852248,0.67,100,0,1.0,0.0,-0.00041877648522481437,3.1076287851060065,3.1076287851060065,-0.003307379614680195
2023-04-10,2023-04-07,2023-04-17,0.0033196315095792,0.5,100,0,1.0,0.0,0.003319631509579146,3.1179449675411197,3.1179449675411197,0.0
2023-04-17,2023-04-14,2023-04-24,-0.0288615783845023,0.99,100,0,1.0,0.0,-0.028861578384502318,3.027956154461867,3.027956154461867,-0.02886157838450243
2023-04-24,2023-04-21,2023-05-04,0.0539126365606561,0.65,100,0,1.0,0.0,0.053912636560656146,3.1912012541389716,3.1912012541389716,0.0
2023-05-04,2023-04-28,2023-05-08,0.0133867515047543,0.78,100,0,1.0,0.0,0.013386751504754324,3.23392107232979,3.23392107232979,0.0
2023-05-08,2023-05-05,2023-05-15,-0.0015766738613638,0.67,100,0,1.0,0.0,-0.001576673861363842,3.2288222335053343,3.2288222335053343,-0.001576673861363842
2023-05-15,2023-05-12,2023-05-22,0.0173554388986591,0.76,100,0,1.0,0.0,0.017355438898659203,3.2848598604935684,3.2848598604935684,0.0
2023-05-22,2023-05-19,2023-05-29,-0.0008831130778462,0.78,100,0,1.0,0.0,-0.0008831130778461649,3.2819589577918746,3.2819589577918746,-0.0008831130778461649
2023-05-29,2023-05-26,2023-06-05,0.0244340421883181,0.61,100,0,1.0,0.0,0.024434042188318017,3.3621504814268897,3.3621504814268897,0.0
2023-06-05,2023-06-02,2023-06-12,0.0064623878647601,0.82,100,0,1.0,0.0,0.006462387864760055,3.38387800189756,3.38387800189756,0.0
2023-06-12,2023-06-09,2023-06-19,0.0040988044701338,0.77,100,0,1.0,0.0,0.004098804470133777,3.397747856178125,3.397747856178125,0.0
