signal_date,factor_data_date,rank,code,score,valid_factor_count,pre_market_filter_count,post_market_filter_count,market_filter_date,float_cap_threshold,amount_threshold
2024-01-05,2024-01-05,44,600340.SH,0.3154044921486783,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,45,600961.SH,0.31466507652554165,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,46,601375.SH,0.31362353408865035,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,47,600748.SH,0.31212085072550183,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,48,002540.SZ,0.31190618167362355,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,49,000627.SZ,0.3110872589942357,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,50,002988.SZ,0.3085191810773206,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,51,000736.SZ,0.3064599483204134,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,52,601528.SH,0.30577618763665276,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,53,600490.SH,0.3047584973166368,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,54,000935.SZ,0.3043291592128801,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,55,601963.SH,0.3008944543828265,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,56,600621.SH,0.29738819320214677,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,57,000040.SZ,0.2957901013714968,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,58,600581.SH,0.2940329954283442,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,59,001213.SZ,0.29277678393957457,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,60,300317.SZ,0.28814152256012715,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,61,002670.SZ,0.2867740011926058,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,62,603689.SH,0.2838878950506858,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,63,600032.SH,0.2815583383025243,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,64,301219.SZ,0.28092228185251444,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,65,002479.SZ,0.2792367322599881,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,66,002452.SZ,0.27774995030808997,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,67,002255.SZ,0.2773365136155834,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,68,002423.SZ,0.2770661896243292,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,69,000563.SZ,0.2752057245080501,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,70,600531.SH,0.27505466110117277,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,71,600979.SH,0.2749194991055456,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,72,603167.SH,0.2735678791492744,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,73,000631.SZ,0.2732657523355198,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,74,000603.SZ,0.2732339495130193,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,75,000523.SZ,0.2730669846948917,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,76,002469.SZ,0.2720095408467501,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,77,002905.SZ,0.2717869210892466,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,78,600152.SH,0.27177101967799644,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,79,002441.SZ,0.2713337308686146,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,80,300528.SZ,0.27116676605048706,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,81,000795.SZ,0.270403498310475,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,82,000612.SZ,0.27008547008547,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,83,000607.SZ,0.2694812164579607,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,84,600798.SH,0.2680898429735639,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,85,000722.SZ,0.2673265752335521,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,86,002471.SZ,0.2672152653548003,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,87,000686.SZ,0.26704830053667267,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,88,000779.SZ,0.2666507652554164,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,89,600831.SH,0.2637964619359969,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,90,002090.SZ,0.26161796859471276,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,91,603323.SH,0.2611091234347049,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,92,000096.SZ,0.26044126416219443,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,93,688733.SH,0.260099383820314,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,94,000906.SZ,0.25906579208904784,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,95,000090.SZ,0.25871596104154243,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,96,002546.SZ,0.25772212283840185,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,97,600773.SH,0.2576823693102763,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,98,002882.SZ,0.2573325382627708,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,99,300435.SZ,0.25695090439276486,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,100,001269.SZ,0.25675213675213676,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,101,300444.SZ,0.25548797455774197,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,102,603959.SH,0.2554482210296164,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,103,603999.SH,0.2519578612601868,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,104,300213.SZ,0.25143311468892865,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,105,002425.SZ,0.2509322202345458,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,106,300811.SZ,0.2504869807195388,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,107,603050.SH,0.25025641025641027,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,108,301238.SZ,0.24991452991452998,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,109,300052.SZ,0.24984297356390373,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,110,002792.SZ,0.24894454382826467,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,111,600794.SH,0.24868217054263567,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,112,603897.SH,0.24849135360763266,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,113,300618.SZ,0.2484675014907574,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,114,603861.SH,0.24800636056450015,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,115,600725.SH,0.2479586563307493,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,116,002892.SZ,0.247099980123236,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,117,600155.SH,0.24696481812760887,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,118,002358.SZ,0.24621745179884721,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,119,000905.SZ,0.24619359968197177,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,120,601999.SH,0.24580401510634067,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,121,601187.SH,0.2456847545219639,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,122,605577.SH,0.24533492347445837,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,123,300533.SZ,0.2449294374875771,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,124,000993.SZ,0.24413436692506463,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,125,002428.SZ,0.24403100775193806,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,126,300426.SZ,0.2437686344663089,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,127,002364.SZ,0.24368912741005763,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,128,000048.SZ,0.2420512820512821,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,129,600603.SH,0.24145497912939773,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,130,002186.SZ,0.24092228185251446,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,131,600649.SH,0.24073941562313655,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,132,600853.SH,0.2404690916318824,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,133,300025.SZ,0.24042933810375663,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,134,300571.SZ,0.24013516199562715,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,135,300740.SZ,0.23999204929437484,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,136,301358.SZ,0.23885509838998203,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,137,002818.SZ,0.2385768236931027,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,138,300855.SZ,0.23856092228185244,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,139,600223.SH,0.2383383025243491,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,140,600366.SH,0.23825084476247257,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,141,002149.SZ,0.23821109123434714,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,142,002717.SZ,0.2375750347843372,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,143,601020.SH,0.23726495726495728,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,144,600368.SH,0.23722520373683173,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,145,603136.SH,0.23702643609620355,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,146,601789.SH,0.2368912741005765,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,147,000750.SZ,0.23666070363744776,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,148,300490.SZ,0.23647783740806996,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,149,003040.SZ,0.23597694295368726,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,150,300043.SZ,0.23555555555555563,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,151,300590.SZ,0.2353806400318028,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,152,603995.SH,0.2353726893261777,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,153,002500.SZ,0.2350944146292983,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,154,603618.SH,0.23422778771615985,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,155,603032.SH,0.23369509043927658,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,156,000417.SZ,0.23115086463923673,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,157,300292.SZ,0.2306817730073544,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,158,603069.SH,0.22978334327171537,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,159,002807.SZ,0.2294891671635857,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,160,002095.SZ,0.22895646988670246,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,161,603105.SH,0.22882130789107535,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,162,000968.SZ,0.22718346253229976,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,163,600310.SH,0.2271437090041741,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,164,000531.SZ,0.22672232160604255,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,165,002926.SZ,0.2265156032597893,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,166,600738.SH,0.2265156032597893,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,167,002307.SZ,0.22576823693102763,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,168,300882.SZ,0.2249413635460148,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,169,600657.SH,0.22448817332538268,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,170,600706.SH,0.22413834227787713,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,171,601069.SH,0.22353408865036775,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,172,002839.SZ,0.2228741800834824,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,173,300688.SZ,0.22282647584973164,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,174,688369.SH,0.22110912343470485,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,175,000600.SZ,0.22089445438282646,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,176,000802.SZ,0.22041741204531903,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,177,600095.SH,0.2200596302921884,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,178,600629.SH,0.22005167958656324,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,179,301155.SZ,0.21975750347843379,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,180,600266.SH,0.2191850526734248,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,181,601089.SH,0.21877956668654347,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,182,600824.SH,0.21860465116279074,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,183,600064.SH,0.21784138342277887,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,184,001896.SZ,0.2172927847346452,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,185,600390.SH,0.21598091830649974,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,186,688039.SH,0.21589346054462338,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,187,688410.SH,0.21576624925462135,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,188,600280.SH,0.21553567879149277,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,189,300510.SZ,0.21493142516398328,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,190,603018.SH,0.21481216457960656,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,191,000099.SZ,0.21465315046710398,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,192,688687.SH,0.21437487577022452,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,193,300887.SZ,0.214271516597098,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,194,300479.SZ,0.21419200954084666,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,195,301207.SZ,0.21388193202146696,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,196,300790.SZ,0.21352415026833632,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,197,600293.SH,0.21310276287020477,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,198,000966.SZ,0.21296760087457758,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,199,000409.SZ,0.21272112900019882,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,200,000402.SZ,0.2125780162989465,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,201,002589.SZ,0.2120373683164381,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,202,300248.SZ,0.21049493142516398,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,203,603929.SH,0.21028026237328556,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,204,688068.SH,0.20950109322202354,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,205,688176.SH,0.20897634665076528,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,206,600758.SH,0.2087219240707613,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,207,688677.SH,0.2086821705426356,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,208,000758.SZ,0.2080461140926257,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,209,300355.SZ,0.2074577618763665,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,210,000428.SZ,0.20738620552574044,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,211,002829.SZ,0.20735440270323993,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,212,002455.SZ,0.20720333929636253,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,213,002561.SZ,0.20697276883323398,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,214,300044.SZ,0.20694891671635862,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,215,600901.SH,0.20673424766448018,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,216,605188.SH,0.206654740608229,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,217,300541.SZ,0.2056609024050885,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,218,600825.SH,0.2054859868813357,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,219,300900.SZ,0.2052315643013318,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,220,603619.SH,0.20437288809381834,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,221,600909.SH,0.20391969787318626,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,222,002104.SZ,0.20359371894255615,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,223,000529.SZ,0.20334724706817728,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,224,605016.SH,0.20324388789505068,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
2024-01-05,2024-01-05,225,600327.SH,0.20313257801629894,45,2795,1789,2024-01-05,3603796000.0000005,43422700.0
