signal_date,factor_data_date,rank,code,score,valid_factor_count
2022-01-07,2022-01-07,60,600683.SH,0.3039043550664301,46
2022-01-07,2022-01-07,61,002968.SZ,0.30070955363284224,46
2022-01-07,2022-01-07,62,600173.SH,0.29935198928429196,46
2022-01-07,2022-01-07,63,600170.SH,0.2991981319914564,46
2022-01-07,2022-01-07,64,600622.SH,0.2970169786047859,46
2022-01-07,2022-01-07,65,600658.SH,0.2961933895666654,46
2022-01-07,2022-01-07,66,603098.SH,0.29574086811714884,46
2022-01-07,2022-01-07,67,600603.SH,0.293116243709952,46
2022-01-07,2022-01-07,68,600846.SH,0.2926365709734641,46
2022-01-07,2022-01-07,69,600503.SH,0.29079028345943597,46
2022-01-07,2022-01-07,70,601611.SH,0.29020200557506426,46
2022-01-07,2022-01-07,71,600736.SH,0.28957752597473113,46
2022-01-07,2022-01-07,72,000926.SZ,0.28678999384570825,46
2022-01-07,2022-01-07,73,300797.SZ,0.2866270861238823,46
2022-01-07,2022-01-07,74,000797.SZ,0.2857672953698005,46
2022-01-07,2022-01-07,75,002314.SZ,0.2827082503710676,46
2022-01-07,2022-01-07,76,600565.SH,0.28174890489809223,46
2022-01-07,2022-01-07,77,000667.SZ,0.2812782825905948,46
2022-01-07,2022-01-07,78,000006.SZ,0.27984831481012196,46
2022-01-07,2022-01-07,79,000558.SZ,0.27890707019512734,46
2022-01-07,2022-01-07,80,000863.SZ,0.27751330413061576,46
2022-01-07,2022-01-07,81,000011.SZ,0.27714223654201203,46
2022-01-07,2022-01-07,82,000517.SZ,0.27688882453028274,46
2022-01-07,2022-01-07,83,000036.SZ,0.2755765123266843,46
2022-01-07,2022-01-07,84,002208.SZ,0.2751873438800999,46
2022-01-07,2022-01-07,85,601512.SH,0.27495203272635127,46
2022-01-07,2022-01-07,86,000918.SZ,0.27493393186837045,46
2022-01-07,2022-01-07,87,000056.SZ,0.27400173768236613,46
2022-01-07,2022-01-07,88,000736.SZ,0.2739202838214531,46
2022-01-07,2022-01-07,89,600748.SH,0.27260797161785477,46
2022-01-07,2022-01-07,90,601588.SH,0.2718477355826666,46
2022-01-07,2022-01-07,91,000038.SZ,0.2716757774318503,46
2022-01-07,2022-01-07,92,600604.SH,0.2706802302429135,46
2022-01-07,2022-01-07,93,000029.SZ,0.2704720703761358,46
2022-01-07,2022-01-07,94,600510.SH,0.2704087173732035,46
2022-01-07,2022-01-07,95,600657.SH,0.26984759077580284,46
2022-01-07,2022-01-07,96,000031.SZ,0.26933171632335373,46
2022-01-07,2022-01-07,97,000560.SZ,0.268499076856243,46
2022-01-07,2022-01-07,98,000838.SZ,0.26846287514028155,46
2022-01-07,2022-01-07,99,605198.SH,0.26573869601419103,46
2022-01-07,2022-01-07,100,600067.SH,0.26429967780472796,46
2022-01-07,2022-01-07,101,000720.SZ,0.2641910726568439,46
2022-01-07,2022-01-07,102,603739.SH,0.2625076928646417,46
2022-01-07,2022-01-07,103,000911.SZ,0.26062520363465225,46
2022-01-07,2022-01-07,104,000833.SZ,0.2594667487238896,46
2022-01-07,2022-01-07,105,000048.SZ,0.2585526553958658,46
2022-01-07,2022-01-07,106,000631.SZ,0.25729464576620936,46
2022-01-07,2022-01-07,107,002982.SZ,0.2568421243166927,46
2022-01-07,2022-01-07,108,600266.SH,0.256172392571408,46
2022-01-07,2022-01-07,109,300871.SZ,0.2560999891394851,46
2022-01-07,2022-01-07,110,600639.SH,0.25487818122579003,46
2022-01-07,2022-01-07,111,600649.SH,0.2545252144951671,46
2022-01-07,2022-01-07,112,002285.SZ,0.250461571878507,46
2022-01-07,2022-01-07,113,688098.SH,0.25004525214495177,46
2022-01-07,2022-01-07,114,000019.SZ,0.2499366469970677,46
2022-01-07,2022-01-07,115,600094.SH,0.24888679723418888,46
2022-01-07,2022-01-07,116,605118.SH,0.24870578865438225,46
2022-01-07,2022-01-07,117,002852.SZ,0.24752018245664845,46
2022-01-07,2022-01-07,118,600823.SH,0.2474658798827064,46
2022-01-07,2022-01-07,119,600648.SH,0.24745682945371614,46
2022-01-07,2022-01-07,120,600223.SH,0.2472848713028999,46
2022-01-07,2022-01-07,121,000090.SZ,0.24710386272309312,46
2022-01-07,2022-01-07,122,300673.SZ,0.24708576186511239,46
2022-01-07,2022-01-07,123,002548.SZ,0.2470676610071317,46
2022-01-07,2022-01-07,124,002772.SZ,0.24631647540093404,46
2022-01-07,2022-01-07,125,600325.SH,0.24576439923252363,46
2022-01-07,2022-01-07,126,688526.SH,0.24555623936574594,46
2022-01-07,2022-01-07,127,600185.SH,0.24552908807877494,46
2022-01-07,2022-01-07,128,600070.SH,0.24470549904065447,46
2022-01-07,2022-01-07,129,600784.SH,0.24208087463345762,46
2022-01-07,2022-01-07,130,600805.SH,0.24104912572855952,46
2022-01-07,2022-01-07,131,300021.SZ,0.2407957137168303,46
2022-01-07,2022-01-07,132,002688.SZ,0.24052420084712028,46
2022-01-07,2022-01-07,133,600340.SH,0.24027983926438118,46
2022-01-07,2022-01-07,134,002661.SZ,0.2401712341164971,46
2022-01-07,2022-01-07,135,603668.SH,0.23799008072982658,46
2022-01-07,2022-01-07,136,600376.SH,0.23735655070050318,46
2022-01-07,2022-01-07,137,002234.SZ,0.23705788654382226,46
2022-01-07,2022-01-07,138,300771.SZ,0.23689497882199612,46
2022-01-07,2022-01-07,139,300761.SZ,0.23619809578974038,46
2022-01-07,2022-01-07,140,000718.SZ,0.23491293487311307,46
2022-01-07,2022-01-07,141,688078.SH,0.234912934873113,46
2022-01-07,2022-01-07,142,300189.SZ,0.2341979509828766,46
2022-01-07,2022-01-07,143,600676.SH,0.23390833725518603,46
2022-01-07,2022-01-07,144,688060.SH,0.2335553705245628,46
2022-01-07,2022-01-07,145,603353.SH,0.23348296709264013,46
2022-01-07,2022-01-07,146,600975.SH,0.23318430293595926,46
2022-01-07,2022-01-07,147,000505.SZ,0.2331390507910074,46
2022-01-07,2022-01-07,148,300094.SZ,0.23254172247764543,46
2022-01-07,2022-01-07,149,688288.SH,0.23147377185678597,46
2022-01-07,2022-01-07,150,300508.SZ,0.2301252579372262,46
2022-01-07,2022-01-07,151,600064.SH,0.22950077833689306,46
2022-01-07,2022-01-07,152,300895.SZ,0.22821561742026575,46
2022-01-07,2022-01-07,153,002286.SZ,0.22800745755348806,46
2022-01-07,2022-01-07,154,001914.SZ,0.22743728052709714,46
2022-01-07,2022-01-07,155,000713.SZ,0.22740107881113558,46
2022-01-07,2022-01-07,156,300830.SZ,0.22714766679940632,46
2022-01-07,2022-01-07,157,300155.SZ,0.22645078376715047,46
2022-01-07,2022-01-07,158,000671.SZ,0.22579010245085615,46
2022-01-07,2022-01-07,159,688365.SH,0.2256905477319624,46
2022-01-07,2022-01-07,160,600965.SH,0.22562719472903017,46
2022-01-07,2022-01-07,161,600127.SH,0.22539188357528142,46
2022-01-07,2022-01-07,162,002990.SZ,0.22536473228831042,46
2022-01-07,2022-01-07,163,600313.SH,0.22462259711110308,46
2022-01-07,2022-01-07,164,000639.SZ,0.2242696303804801,46
2022-01-07,2022-01-07,165,000402.SZ,0.22415197480360563,46
2022-01-07,2022-01-07,166,002244.SZ,0.22347319262933069,46
2022-01-07,2022-01-07,167,688086.SH,0.22235093943452916,46
2022-01-07,2022-01-07,168,600668.SH,0.22200702313289652,46
2022-01-07,2022-01-07,169,600773.SH,0.22178076240813804,46
2022-01-07,2022-01-07,170,603887.SH,0.22175361112116715,46
2022-01-07,2022-01-07,171,300559.SZ,0.22150924953842813,46
2022-01-07,2022-01-07,172,003032.SZ,0.2214368461065055,46
2022-01-07,2022-01-07,173,300119.SZ,0.22125583752669875,46
2022-01-07,2022-01-07,174,300799.SZ,0.22112008109184364,46
2022-01-07,2022-01-07,175,000652.SZ,0.2206494587843464,46
2022-01-07,2022-01-07,176,688030.SH,0.22061325706838503,46
2022-01-07,2022-01-07,177,000592.SZ,0.22045939977554949,46
2022-01-07,2022-01-07,178,300344.SZ,0.22003402961300375,46
2022-01-07,2022-01-07,179,603496.SH,0.21993447489411003,46
2022-01-07,2022-01-07,180,600007.SH,0.2193461970097383,46
2022-01-07,2022-01-07,181,600246.SH,0.21892082684719258,46
2022-01-07,2022-01-07,182,600620.SH,0.2187488686963763,46
2022-01-07,2022-01-07,183,688318.SH,0.21871266698041494,46
2022-01-07,2022-01-07,184,300209.SZ,0.2183597002497918,46
2022-01-07,2022-01-07,185,002746.SZ,0.21781667451037173,46
2022-01-07,2022-01-07,186,002554.SZ,0.21772617022046842,46
2022-01-07,2022-01-07,187,300848.SZ,0.2172645983419614,46
2022-01-07,2022-01-07,188,600800.SH,0.21698403504326103,46
2022-01-07,2022-01-07,189,300288.SZ,0.21568077326865295,46
2022-01-07,2022-01-07,190,002512.SZ,0.2156083698367303,46
2022-01-07,2022-01-07,191,600108.SH,0.21522825181913613,46
2022-01-07,2022-01-07,192,688186.SH,0.21511964667125208,46
2022-01-07,2022-01-07,193,300208.SZ,0.21458567136082252,46
2022-01-07,2022-01-07,194,600895.SH,0.21446801578394817,46
2022-01-07,2022-01-07,195,300231.SZ,0.21431415849111246,46
2022-01-07,2022-01-07,196,000961.SZ,0.21418745248524781,46
2022-01-07,2022-01-07,197,002331.SZ,0.21415125076928654,46
2022-01-07,2022-01-07,198,300297.SZ,0.21394309090250885,46
2022-01-07,2022-01-07,199,300138.SZ,0.2138887883285668,46
2022-01-07,2022-01-07,200,300541.SZ,0.21378923360967297,46
2022-01-07,2022-01-07,201,002970.SZ,0.2135991746008761,46
2022-01-07,2022-01-07,202,002986.SZ,0.2131195018643883,46
2022-01-07,2022-01-07,203,600251.SH,0.21311045143539806,46
2022-01-07,2022-01-07,204,300264.SZ,0.21297469500054306,46
2022-01-07,2022-01-07,205,603727.SH,0.212811787278717,46
2022-01-07,2022-01-07,206,300448.SZ,0.21278463599174596,46
2022-01-07,2022-01-07,207,688588.SH,0.212377366687181,46
2022-01-07,2022-01-07,208,300542.SZ,0.21224161025232596,46
2022-01-07,2022-01-07,209,300302.SZ,0.21208775295949028,46
2022-01-07,2022-01-07,210,002474.SZ,0.2119429460956449,46
2022-01-07,2022-01-07,211,002458.SZ,0.21170763494189634,46
2022-01-07,2022-01-07,212,688095.SH,0.21121891177641813,46
2022-01-07,2022-01-07,213,002987.SZ,0.21101980233863088,46
2022-01-07,2022-01-07,214,002657.SZ,0.21032291930637517,46
2022-01-07,2022-01-07,215,300846.SZ,0.21018716287152,46
2022-01-07,2022-01-07,216,688398.SH,0.20980704485392607,46
2022-01-07,2022-01-07,217,002401.SZ,0.20939977554936104,46
2022-01-07,2022-01-07,218,300365.SZ,0.2090649096767187,46
2022-01-07,2022-01-07,219,002146.SZ,0.20898345581580574,46
2022-01-07,2022-01-07,220,000698.SZ,0.20892010281287335,46
2022-01-07,2022-01-07,221,002197.SZ,0.2088476993809507,46
2022-01-07,2022-01-07,222,002362.SZ,0.20859428736922125,46
2022-01-07,2022-01-07,223,600208.SH,0.20803316077182057,46
2022-01-07,2022-01-07,224,603566.SH,0.20786120262100422,46
2022-01-07,2022-01-07,225,688039.SH,0.20769829489917818,46
2022-01-07,2022-01-07,226,300790.SZ,0.20754443760634247,46
2022-01-07,2022-01-07,227,600756.SH,0.20742678202946827,46
2022-01-07,2022-01-07,228,300691.SZ,0.20711906744379685,46
2022-01-07,2022-01-07,229,300520.SZ,0.20701951272490324,46
2022-01-07,2022-01-07,230,002912.SZ,0.20675705028418348,46
2022-01-07,2022-01-07,231,000735.SZ,0.2067389494262028,46
2022-01-07,2022-01-07,232,300191.SZ,0.20673894942620272,46
2022-01-07,2022-01-07,233,300290.SZ,0.20664844513629949,46
2022-01-07,2022-01-07,234,603619.SH,0.2066393947073091,46
2022-01-07,2022-01-07,235,600641.SH,0.2063588314086088,46
2022-01-07,2022-01-07,236,300801.SZ,0.20632262969264728,46
2022-01-07,2022-01-07,237,600117.SH,0.20629547840567644,46
2022-01-07,2022-01-07,238,300552.SZ,0.20608731853889878,46
2022-01-07,2022-01-07,239,688196.SH,0.20568004923433372,46
2022-01-07,2022-01-07,240,688369.SH,0.2056709988053434,46
2022-01-07,2022-01-07,241,300440.SZ,0.20566194837635296,46
2022-01-07,2022-01-07,242,600770.SH,0.20548093979654633,46
2022-01-07,2022-01-07,243,600881.SH,0.20538138507765266,46
2022-01-07,2022-01-07,244,002891.SZ,0.205363284219672,46
2022-01-07,2022-01-07,245,605050.SH,0.20507367049198133,46
2022-01-07,2022-01-07,246,002322.SZ,0.20481120805126166,46
2022-01-07,2022-01-07,247,600783.SH,0.20439488831770633,46
2022-01-07,2022-01-07,248,603948.SH,0.20434963617275456,46
2022-01-07,2022-01-07,249,300798.SZ,0.2040419215870833,46
2022-01-07,2022-01-07,250,300538.SZ,0.2038428121492959,46
2022-01-07,2022-01-07,251,002308.SZ,0.20349889584766323,46
2022-01-07,2022-01-07,252,603155.SH,0.20343554284473087,46
2022-01-07,2022-01-07,253,601686.SH,0.20336313941280815,46
2022-01-07,2022-01-07,254,300551.SZ,0.2031821308330014,46
2022-01-07,2022-01-07,255,600811.SH,0.20303732396915614,46
2022-01-07,2022-01-07,256,605108.SH,0.20280201281540755,46
2022-01-07,2022-01-07,257,300386.SZ,0.20263005466459116,46
2022-01-07,2022-01-07,258,002567.SZ,0.20241284436882304,46
2022-01-07,2022-01-07,259,300047.SZ,0.20232234007891972,46
2022-01-07,2022-01-07,260,603217.SH,0.20228613836295842,46
2022-01-07,2022-01-07,261,605366.SH,0.20180646562647067,46
2022-01-07,2022-01-07,262,603189.SH,0.2016978604785867,46
2022-01-07,2022-01-07,263,300366.SZ,0.2012091373131087,46
2022-01-07,2022-01-07,264,002530.SZ,0.20091047315642768,46
2022-01-07,2022-01-07,265,600571.SH,0.20090142272743722,46
2022-01-07,2022-01-07,266,300858.SZ,0.20072041414763064,46
2022-01-07,2022-01-07,267,000655.SZ,0.20019548926619124,46
2022-01-07,2022-01-07,268,603995.SH,0.20015928755022996,46
2022-01-07,2022-01-07,269,603138.SH,0.20011403540527814,46
2022-01-07,2022-01-07,270,002298.SZ,0.2000325815443653,46
2022-01-07,2022-01-07,271,300766.SZ,0.19967961481374216,46
2022-01-07,2022-01-07,272,002609.SZ,0.19954385837888702,46
2022-01-07,2022-01-07,273,000656.SZ,0.1995348079498968,46
2022-01-07,2022-01-07,274,603869.SH,0.1993900010860515,46
2022-01-07,2022-01-07,275,600696.SH,0.19934474894109971,46
2022-01-07,2022-01-07,276,603718.SH,0.19909133692937034,46
2022-01-07,2022-01-07,277,300311.SZ,0.19835825218115338,46
2022-01-07,2022-01-07,278,603609.SH,0.19828584874923075,46
2022-01-07,2022-01-07,279,300872.SZ,0.19820439488831773,46
2022-01-07,2022-01-07,280,603363.SH,0.19782427687072374,46
2022-01-07,2022-01-07,281,603508.SH,0.19742605799514903,46
2022-01-07,2022-01-07,282,002666.SZ,0.197371755421207,46
2022-01-07,2022-01-07,283,603636.SH,0.1971816964124099,46
2022-01-07,2022-01-07,284,603970.SH,0.196937334829671,46
2022-01-07,2022-01-07,285,000968.SZ,0.19691923397169012,46
2022-01-07,2022-01-07,286,300230.SZ,0.19639430909025088,46
2022-01-07,2022-01-07,287,300603.SZ,0.19630380480034748,46
2022-01-07,2022-01-07,288,000948.SZ,0.19623140136842485,46
2022-01-07,2022-01-07,289,002124.SZ,0.19602324150164718,46
2022-01-07,2022-01-07,290,600855.SH,0.19600514064366653,46
2022-01-07,2022-01-07,291,002556.SZ,0.19565217391304351,46
2022-01-07,2022-01-07,292,000755.SZ,0.1955616696231401,46
2022-01-07,2022-01-07,293,000930.SZ,0.1954892661912174,46
2022-01-07,2022-01-07,294,605183.SH,0.19542591318828514,46
2022-01-07,2022-01-07,295,002792.SZ,0.19465662672410666,46
2022-01-07,2022-01-07,296,300465.SZ,0.19450276943127104,46
2022-01-07,2022-01-07,297,002481.SZ,0.193986894978822,46
2022-01-07,2022-01-07,298,300847.SZ,0.19390544111790892,46
2022-01-07,2022-01-07,299,300768.SZ,0.19362487781920862,46
2022-01-07,2022-01-07,300,300651.SZ,0.19359772653223753,46
2022-01-07,2022-01-07,301,300368.SZ,0.1935343735293053,46
2022-01-07,2022-01-07,302,300758.SZ,0.19338956666545995,46
2022-01-07,2022-01-07,303,300523.SZ,0.1928465409260399,46
2022-01-07,2022-01-07,304,605399.SH,0.1928284400680592,46
2022-01-07,2022-01-07,305,300130.SZ,0.1927198349201751,46
2022-01-07,2022-01-07,306,300087.SZ,0.19185099373710313,46
2022-01-07,2022-01-07,307,300468.SZ,0.19182384245013206,46
2022-01-07,2022-01-07,308,688219.SH,0.19178764073417082,46
2022-01-07,2022-01-07,309,600569.SH,0.19128081671071206,46
2022-01-07,2022-01-07,310,603867.SH,0.19117221156282801,46
2022-01-07,2022-01-07,311,300020.SZ,0.1910907577019151,46
2022-01-07,2022-01-07,312,000059.SZ,0.19086449697715677,46
2022-01-07,2022-01-07,313,002360.SZ,0.1906744379683597,46
2022-01-07,2022-01-07,314,002224.SZ,0.19035767295369804,46
2022-01-07,2022-01-07,315,603803.SH,0.1900409079390364,46
2022-01-07,2022-01-07,316,300078.SZ,0.1900137566520652,46
2022-01-07,2022-01-07,317,300624.SZ,0.18996850450711367,46
2022-01-07,2022-01-07,318,300513.SZ,0.1897060420663938,46
2022-01-07,2022-01-07,319,300455.SZ,0.18959743691850992,46
2022-01-07,2022-01-07,320,688386.SH,0.18948883177062598,46
2022-01-07,2022-01-07,321,603383.SH,0.18927162147485788,46
2022-01-07,2022-01-07,322,300887.SZ,0.1892354197588966,46
2022-01-07,2022-01-07,323,300727.SZ,0.18886435217029285,46
2022-01-07,2022-01-07,324,002376.SZ,0.18819462042500815,46
2022-01-07,2022-01-07,325,300522.SZ,0.18817651956702744,46
2022-01-07,2022-01-07,326,688066.SH,0.1880769648481338,46
2022-01-07,2022-01-07,327,688157.SH,0.1879593092712595,46
2022-01-07,2022-01-07,328,000889.SZ,0.18765159468558806,46
2022-01-07,2022-01-07,329,605008.SH,0.18759729211164614,46
2022-01-07,2022-01-07,330,300378.SZ,0.18728957752597483,46
2022-01-07,2022-01-07,331,600339.SH,0.1871628715201101,46
2022-01-07,2022-01-07,332,002100.SZ,0.18667414835463197,46
2022-01-07,2022-01-07,333,300221.SZ,0.186592694493719,46
2022-01-07,2022-01-07,334,300710.SZ,0.18614017304420222,46
2022-01-07,2022-01-07,335,600602.SH,0.18591391231944393,46
2022-01-07,2022-01-07,336,300659.SZ,0.18576910545559858,46
2022-01-07,2022-01-07,337,300505.SZ,0.18553379430184996,46
2022-01-07,2022-01-07,338,600797.SH,0.18496361727545885,46
2022-01-07,2022-01-07,339,600844.SH,0.18496361727545874,46
2022-01-07,2022-01-07,340,002649.SZ,0.18477355826666192,46
2022-01-07,2022-01-07,341,300570.SZ,0.18465590268978752,46
2022-01-07,2022-01-07,342,300531.SZ,0.1845925496868551,46
2022-01-07,2022-01-07,343,603167.SH,0.18438438982007743,46
2022-01-07,2022-01-07,344,603681.SH,0.18430293595916444,46
2022-01-07,2022-01-07,345,605166.SH,0.18398617094450279,46
2022-01-07,2022-01-07,346,600583.SH,0.1839680700865221,46
2022-01-07,2022-01-07,347,300170.SZ,0.18388661622560912,46
2022-01-07,2022-01-07,348,002115.SZ,0.18380516236469607,46
2022-01-07,2022-01-07,349,300721.SZ,0.18364225464287004,46
2022-01-07,2022-01-07,350,300350.SZ,0.18352459906599566,46
2022-01-07,2022-01-07,351,300414.SZ,0.18349744777902474,46
2022-01-07,2022-01-07,352,603360.SH,0.18297252289758537,46
2022-01-07,2022-01-07,353,300579.SZ,0.18294537161061422,46
2022-01-07,2022-01-07,354,002627.SZ,0.18275531260181738,46
2022-01-07,2022-01-07,355,600753.SH,0.18266480831191395,46
2022-01-07,2022-01-07,356,601008.SH,0.18264670745393335,46
2022-01-07,2022-01-07,357,002421.SZ,0.18241139630018466,46
2022-01-07,2022-01-07,358,300324.SZ,0.18235709372624265,46
2022-01-07,2022-01-07,359,300586.SZ,0.1823570937262426,46
2022-01-07,2022-01-07,360,002177.SZ,0.18232994243927161,46
2022-01-07,2022-01-07,361,600195.SH,0.18221228686239727,46
2022-01-07,2022-01-07,362,000510.SZ,0.18207653042754224,46
2022-01-07,2022-01-07,363,300067.SZ,0.18164210983600623,46
2022-01-07,2022-01-07,364,300634.SZ,0.18147920211418023,46
2022-01-07,2022-01-07,365,300575.SZ,0.1812348405314412,46
2022-01-07,2022-01-07,366,002221.SZ,0.18119863881547982,46
2022-01-07,2022-01-07,367,603569.SH,0.18090902508778917,46
2022-01-07,2022-01-07,368,300248.SZ,0.18045650363827245,46
2022-01-07,2022-01-07,369,300377.SZ,0.18044745320928207,46
2022-01-07,2022-01-07,370,300310.SZ,0.18032074720341743,46
2022-01-07,2022-01-07,371,600410.SH,0.18025739420048503,46
2022-01-07,2022-01-07,372,000635.SZ,0.1800582847626977,46
2022-01-07,2022-01-07,373,600581.SH,0.17999493175976547,46
2022-01-07,2022-01-07,374,300075.SZ,0.17996778047279435,46
2022-01-07,2022-01-07,375,300211.SZ,0.17992252832784275,46
2022-01-07,2022-01-07,376,002136.SZ,0.17980487275096835,46
2022-01-07,2022-01-07,377,300688.SZ,0.17953335988125838,46
2022-01-07,2022-01-07,378,600135.SH,0.179252796582558,46
2022-01-07,2022-01-07,379,002951.SZ,0.1790989392897223,46
2022-01-07,2022-01-07,380,300610.SZ,0.17886362813597365,46
2022-01-07,2022-01-07,381,000923.SZ,0.17858306483727326,46
2022-01-07,2022-01-07,382,002054.SZ,0.1784473084024183,46
2022-01-07,2022-01-07,383,688568.SH,0.17805813995583403,46
2022-01-07,2022-01-07,384,002562.SZ,0.17800383738189188,46
2022-01-07,2022-01-07,385,300229.SZ,0.17786808094703688,46
2022-01-07,2022-01-07,386,688199.SH,0.17774137494117226,46
2022-01-07,2022-01-07,387,600798.SH,0.17729790392064584,46
2022-01-07,2022-01-07,388,300687.SZ,0.17727075263367476,46
2022-01-07,2022-01-07,389,688179.SH,0.17722550048872315,46
2022-01-07,2022-01-07,390,300226.SZ,0.1768725337581002,46
2022-01-07,2022-01-07,391,002783.SZ,0.17672772689425484,46
2022-01-07,2022-01-07,392,300873.SZ,0.17666437389132247,46
2022-01-07,2022-01-07,393,002777.SZ,0.17618470115483467,46
2022-01-07,2022-01-07,394,603535.SH,0.17617565072584443,46
2022-01-07,2022-01-07,395,600470.SH,0.17615754986786372,46
2022-01-07,2022-01-07,396,300663.SZ,0.17601274300401837,46
2022-01-07,2022-01-07,397,002165.SZ,0.1759403395720957,46
2022-01-07,2022-01-07,398,300098.SZ,0.17568692756036638,46
2022-01-07,2022-01-07,399,300352.SZ,0.17564167541541467,46
2022-01-07,2022-01-07,400,300738.SZ,0.1753882634036853,46
2022-01-07,2022-01-07,401,002361.SZ,0.1753430112587337,46
2022-01-07,2022-01-07,402,002391.SZ,0.17507149838902364,46
2022-01-07,2022-01-07,403,300803.SZ,0.1749900445281106,46
2022-01-07,2022-01-07,404,688089.SH,0.17474568294537157,46
2022-01-07,2022-01-07,405,300525.SZ,0.1747094812294103,46
2022-01-07,2022-01-07,406,002104.SZ,0.1745827752235455,46
2022-01-07,2022-01-07,407,002621.SZ,0.17450132136263258,46
2022-01-07,2022-01-07,408,688158.SH,0.17442891793070994,46
2022-01-07,2022-01-07,409,300085.SZ,0.1743836657857582,46
2022-01-07,2022-01-07,410,603069.SH,0.17435651449878725,46
2022-01-07,2022-01-07,411,300353.SZ,0.17431126235383565,46
2022-01-07,2022-01-07,412,600731.SH,0.17386779133330924,46
2022-01-07,2022-01-07,413,300860.SZ,0.17384064004633815,46
2022-01-07,2022-01-07,414,600368.SH,0.17373203489845424,46
2022-01-07,2022-01-07,415,002805.SZ,0.17346957245773445,46
